dept_code,name,field,nuts3,region,vac_2025,base_2025,ebe_coefficient,tourism_per_capita,gdp_per_capita,is_metro,base_2019
1435,ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΔΗΜΙΟΥΡΓΙΚΩΝ ΜΕΣΩΝ ΚΑΙ ΒΙΟΜΗΧΑΝΙΩΝ (ΒΟΛΟΣ),4ο,EL613,"Magnisia, Sporades",0.0,9410.0,0.8,16.025,15300,False,9972.0
167,ΚΟΙΝΩΝΙΚΗΣ ΑΝΘΡΩΠΟΛΟΓΙΑΣ ΚΑΙ ΙΣΤΟΡΙΑΣ (ΜΥΤΙΛΗΝΗ),1ο,EL411,"Lesvos, Limnos",0.8607594936708861,9075.0,0.8,11.093,11800,False,9932.0
1624,ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ (ΘΕΣΣΑΛΟΝΙΚΗ),4ο,EL522,Thessaloniki,0.0,12585.0,1.0,3.616,16900,True,9905.0
1605,"ΔΙΟΙΚΗΣΗΣ ΟΡΓΑΝΙΣΜΩΝ, ΜΑΡΚΕΤΙΝΓΚ ΚΑΙ ΤΟΥΡΙΣΜΟΥ (ΘΕΣΣΑΛΟΝΙΚΗ)",4ο,EL522,Thessaloniki,0.0,12170.0,0.9,3.616,16900,True,9888.0
1437,ΦΥΣΙΚΗΣ (ΛΑΜΙΑ),2ο,EL644,Fthiotida,0.8314606741573034,9925.0,0.8,2.285,15000,False,9876.0
352,ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΠΑΤΡΑ),4ο,EL632,Achaia,0.0,11900.0,1.1,3.13,15400,False,9823.0
372,ΕΠΙΣΤΗΜΗΣ ΤΡΟΦΙΜΩΝ ΚΑΙ ΔΙΑΤΡΟΦΗΣ (ΛΗΜΝΟΣ),3ο,EL411,"Lesvos, Limnos",0.84375,9600.0,0.8,11.093,11800,False,9819.0
122,ΦΙΛΟΣΟΦΙΑΣ (ΙΩΑΝΝΙΝΑ),1ο,EL543,Ioannina,0.33480176211453744,9180.0,0.8,6.116,13000,False,9798.0
1452,ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ (ΑΡΓΟΣΤΟΛΙ),3ο,EL623,"Ithaki, Kefallinia",0.5426356589147286,9461.0,0.8,57.014,17000,False,9795.0
285,ΓΕΩΛΟΓΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ),2ο,EL522,Thessaloniki,0.11627906976744186,9825.0,0.8,3.616,16900,True,9785.0
1522,ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ - ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ (ΠΑΤΡΑ),2ο,EL632,Achaia,0.0,12611.0,1.0,3.13,15400,False,9762.0
180,ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ (ΧΙΟΣ),4ο,EL413,Chios,0.010050251256281407,9890.0,1.0,6.237,12300,False,9753.0
1284,ΙΣΤΟΡΙΑΣ - ΑΡΧΑΙΟΛΟΓΙΑΣ (ΠΑΤΡΑ),1ο,EL632,Achaia,0.0,8760.0,0.8,3.13,15400,False,9747.0
362,ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ (ΝΑΥΠΛΙΟ),1ο,EL651,"Argolida, Arkadia",0.65,9075.0,0.8,10.215,19700,False,9721.0
272,ΜΗΧΑΝΙΚΩΝ ΕΠΙΣΤΗΜΗΣ ΥΛΙΚΩΝ (ΙΩΑΝΝΙΝΑ),2ο,EL543,Ioannina,0.0,11950.0,0.85,6.116,13000,False,9693.0
138,ΦΙΛΟΣΟΦΙΑΣ (ΡΕΘΥΜΝΟ),1ο,EL433,Rethymni,0.8372093023255814,9130.0,0.8,73.039,15900,False,9688.0
389,ΜΗΧΑΝΙΚΩΝ ΒΙΟΜΗΧΑΝΙΚΗΣ ΣΧΕΔΙΑΣΗΣ ΚΑΙ ΠΑΡΑΓΩΓΗΣ (ΑΙΓΑΛΕΩ),4ο,EL302,Dytikos Tomeas Athinon,0.0,12032.0,1.18,0.066,13900,True,9668.0
1422,ΓΕΩΠΟΝΙΑΣ - ΑΓΡΟΤΕΧΝΟΛΟΓΙΑΣ (ΛΑΡΙΣΑ),3ο,EL612,Larisa,0.0,9585.0,0.8,1.244,17100,False,9662.0
1630,ΠΛΗΡΟΦΟΡΙΚΗΣ (ΚΑΒΑΛΑ),4ο,EL515,"Thasos, Kavala",0.0,12880.0,1.1,21.887,15400,False,9597.0
145,ΙΣΤΟΡΙΑΣ ΚΑΙ ΨΗΦΙΑΚΩΝ ΑΝΘΡΩΠΙΣΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΚΕΡΚΥΡΑ) (Μετονομασία του Τμήματος ΙΣΤΟΡΙΑΣ),1ο,EL622,Kerkyra,0.8899082568807339,8560.0,0.8,100.783,16100,False,9447.0
1432,ΜΑΘΗΜΑΤΙΚΩΝ (ΛΑΜΙΑ),2ο,EL644,Fthiotida,0.6140350877192983,9365.0,0.8,2.285,15000,False,9433.0
1001,"ΑΓΡΟΤΙΚΗΣ ΑΝΑΠTΥΞΗΣ, ΑΓΡΟΔΙΑΤΡΟΦΗΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΩΝ ΠΟΡΩΝ (ΨΑΧΝΑ ΕΥΒΟΙΑΣ)",4ο,EL642,Evvoia,0.0,9870.0,0.8,8.356,16600,False,9393.0
1657,ΓΕΩΠΟΝΙΑΣ (ΗΡΑΚΛΕΙΟ),3ο,EL431,Irakleio,0.0,9400.0,0.8,47.821,15800,False,9360.0
97,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΚΟΜΟΤΗΝΗ),4ο,EL513,Rodopi,0.0,9696.0,0.9,2.051,12100,False,9305.0
251,ΜΑΘΗΜΑΤΙΚΩΝ KAI ΕΦΑΡΜΟΣΜΕΝΩΝ ΜΑΘΗΜΑΤΙΚΩΝ (ΗΡΑΚΛΕΙΟ) - ΜΑΘΗΜΑΤΙΚΩΝ,2ο,EL431,Irakleio,0.44,9515.0,0.8,47.821,15800,False,9285.0
342,"ΑΡΧΕΙΟΝΟΜΙΑΣ, ΒΙΒΛΙΟΘΗΚΟΝΟΜΙΑΣ ΚΑΙ ΜΟΥΣΕΙΟΛΟΓΙΑΣ (ΚΕΡΚΥΡΑ)",4ο,EL622,Kerkyra,0.0,8525.0,0.8,100.783,16100,False,9279.0
363,ΜΗΧΑΝΙΚΩΝ ΧΩΡΟΤΑΞΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ (ΘΕΣΣΑΛΟΝΙΚΗ),2ο,EL522,Thessaloniki,0.0,11350.0,0.88,3.616,16900,True,9265.0
1555,ΜΑΘΗΜΑΤΙΚΩΝ (ΚΑΣΤΟΡΙΑ),2ο,EL532,Kastoria,0.8571428571428571,9850.0,0.8,2.953,12200,False,9206.0
1517,ΠΑΡΑΣΤΑΤΙΚΩΝ ΚΑΙ ΨΗΦΙΑΚΩΝ ΤΕΧΝΩΝ (ΝΑΥΠΛΙΟ),4ο,EL651,"Argolida, Arkadia",0.0,9200.0,0.8,10.215,19700,False,9132.0
181,"ΜΕΣΟΓΕΙΑΚΩΝ ΣΠΟΥΔΩΝ: ΑΡΧΑΙΟΛΟΓΙΑ, ΓΛΩΣΣΟΛΟΓΙΑ, ΔΙΕΘΝΕΙΣ ΣΧΕΣΕΙΣ (ΡΟΔΟΣ) (Μετονομασία του Τμήματος ΜΕΣΟΓΕΙΑΚΩΝ ΣΠΟΥΔΩΝ)",4ο,EL421,"Kalymnos, Karpathos – Iroiki Nisos Kasos, Kos, Rodos",0.0,8798.0,0.8,121.339,16700,False,9087.0
1659,ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΗΡΑΚΛΕΙΟ),2ο,EL431,Irakleio,0.0,12515.0,0.9,47.821,15800,False,9020.0
105,ΚΟΙΝΩΝΙΚΗΣ ΘΕΟΛΟΓΙΑΣ ΚΑΙ ΘΡΗΣΚΕΙΟΛΟΓΙΑΣ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.6898395721925134,8860.0,0.8,7.859,38500,True,9019.0
1551,ΕΠΙΚΟΙΝΩΝΙΑΣ ΚΑΙ ΨΗΦΙΑΚΩΝ ΜΕΣΩΝ (ΚΑΣΤΟΡΙΑ),4ο,EL532,Kastoria,0.0,11020.0,0.86,2.953,12200,False,9005.0
1619,ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΣΕΡΡΕΣ),2ο,EL526,Serres,0.0,11980.0,0.8,2.099,12500,False,9005.0
391,ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ (ΑΙΓΑΛΕΩ),2ο,EL302,Dytikos Tomeas Athinon,0.0,11950.0,0.8,0.066,13900,True,9003.0
1628,ΦΥΣΙΚΗΣ (ΚΑΒΑΛΑ),2ο,EL515,"Thasos, Kavala",0.8586956521739131,9504.0,0.8,21.887,15400,False,8969.0
103,ΘΕΟΛΟΓΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ),1ο,EL522,Thessaloniki,0.7,9050.0,0.8,3.616,16900,True,8915.0
321,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΡΕΘΥΜΝΟ),4ο,EL433,Rethymni,0.5466666666666666,10415.0,1.05,73.039,15900,False,8910.0
354,ΠΟΛΙΤΙΣΜΙΚΗΣ ΤΕΧΝΟΛΟΓΙΑΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ (ΜΥΤΙΛΗΝΗ),4ο,EL411,"Lesvos, Limnos",0.0,8355.0,0.8,11.093,11800,False,8898.0
131,ΓΑΛΛΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.6578947368421053,11680.0,0.8,7.859,38500,True,8844.0
360,"ΓΕΩΠΟΝΙΑΣ, ΙΧΘΥΟΛΟΓΙΑΣ ΚΑΙ ΥΔΑΤΙΝΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΒΟΛΟΣ)",3ο,EL613,"Magnisia, Sporades",0.6923076923076923,9600.0,0.8,16.025,15300,False,8807.0
101,ΘΕΟΛΟΓΙΑΣ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.6349206349206349,9130.0,0.8,7.859,38500,True,8793.0
780,ΘΕΟΛΟΓΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ) - ΜΟΥΣΟΥΛΜΑΝΙΚΩΝ ΣΠΟΥΔΩΝ,1ο,EL522,Thessaloniki,0.82,9125.0,0.8,3.616,16900,True,8717.0
1511,ΓΕΩΠΟΝΙΑΣ (ΚΑΛΑΜΑΤΑ),3ο,EL653,"Lakonia, Messinia",0.4636363636363636,9496.0,0.8,13.534,14700,False,8700.0
356,ΓΕΩΓΡΑΦΙΑΣ (ΑΘΗΝΑ),4ο,EL303,Kentrikos Tomeas Athinon,0.0,10725.0,0.9,7.859,38500,True,8647.0
1456,ΨΗΦΙΑΚΩΝ ΜΕΣΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ (ΑΡΓΟΣΤΟΛΙ),4ο,EL623,"Ithaki, Kefallinia",0.0,8550.0,0.8,57.014,17000,False,8645.0
1283,ΔΙΟΙΚΗΣΗΣ ΤΟΥΡΙΣΜΟΥ (ΠΑΤΡΑ),4ο,EL632,Achaia,0.0,13275.0,0.8,3.13,15400,False,8633.0
1002,ΑΕΡΟΔΙΑΣΤΗΜΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ (ΨΑΧΝΑ ΕΥΒΟΙΑΣ),2ο,EL642,Evvoia,0.0,10010.0,0.8,8.356,16600,False,8472.0
107,ΚΟΙΝΩΝΙΚΗΣ ΘΕΟΛΟΓΙΑΣ ΚΑΙ ΧΡΙΣΤΙΑΝΙΚΟΥ ΠΟΛΙΤΙΣΜΟΥ (ΘΕΣΣΑΛΟΝΙΚΗ),1ο,EL522,Thessaloniki,0.8661971830985915,8940.0,0.8,3.616,16900,True,8468.0
1004,ΔΙΑΧΕΙΡΙΣΗΣ ΛΙΜΕΝΩΝ ΚΑΙ ΝΑΥΤΙΛΙΑΣ (ΨΑΧΝΑ ΕΥΒΟΙΑΣ),4ο,EL642,Evvoia,0.7744360902255639,12600.0,1.2,8.356,16600,False,8409.0
1282,ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ (ΠΑΤΡΑ),4ο,EL632,Achaia,0.0,12150.0,1.1,3.13,15400,False,8303.0
477,ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),2ο,EL303,Kentrikos Tomeas Athinon,0.3142857142857143,10255.0,0.85,7.859,38500,True,8263.0
1524,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ - ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ (ΠΑΤΡΑ),2ο,EL632,Achaia,0.0,11221.0,0.8,3.13,15400,False,8242.0
1554,ΠΛΗΡΟΦΟΡΙΚΗΣ (ΚΑΣΤΟΡΙΑ),4ο,EL532,Kastoria,0.2028301886792453,10340.0,1.0,2.953,12200,False,8233.0
1391,ΩΚΕΑΝΟΓΡΑΦΙΑΣ ΚΑΙ ΘΑΛΑΣΣΙΩΝ ΒΙΟΕΠΙΣΤΗΜΩΝ (ΜΥΤΙΛΗΝΗ),3ο,EL411,"Lesvos, Limnos",0.504424778761062,9300.0,0.8,11.093,11800,False,8230.0
675,ΕΣΩΤΕΡΙΚΗΣ ΑΡΧΙΤΕΚΤΟΝΙΚΗΣ (ΑΙΓΑΛΕΩ),4ο,EL302,Dytikos Tomeas Athinon,0.5416666666666666,14405.0,1.15,0.066,13900,True,8092.0
214,ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΧΑΝΙΑ),2ο,EL434,Chania,0.8264462809917356,14750.0,1.2,59.685,16800,False,8080.0
1602,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΣΕΡΡΕΣ),4ο,EL526,Serres,0.0,9555.0,0.8,2.099,12500,False,8010.0
1552,ΓΕΩΠΟΝΙΑΣ (ΦΛΩΡΙΝΑ),3ο,EL533,Florina,0.6857142857142857,9300.0,0.8,1.249,18500,False,7977.0
1242,ΓΕΩΠΟΝΙΑΣ (ΑΡΤΑ),3ο,EL541,"Arta, Preveza",0.7538461538461538,9455.0,0.8,12.531,12100,False,7971.0
1548,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΚΑΣΤΟΡΙΑ),4ο,EL532,Kastoria,0.0,10330.0,0.8,2.953,12200,False,7870.0
1623,ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΘΕΣΣΑΛΟΝΙΚΗ),2ο,EL522,Thessaloniki,0.0,10510.0,0.8,3.616,16900,True,7854.0
1633,ΑΜΠΕΛΟΥΡΓΙΑΣ ΚΑΙ ΟΙΝΟΛΟΓΙΑΣ (ΔΡΑΜΑ) (Μετονομασία του Τμήματος ΑΓΡΟΤΙΚΗΣ ΒΙΟΤΕΧΝΟΛΟΓΙΑΣ ΚΑΙ ΟΙΝΟΛΟΓΙΑΣ),3ο,EL514,Drama,0.8833333333333333,9430.0,0.8,1.147,12500,False,7794.0
1250,ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ (ΑΡΤΑ),4ο,EL541,"Arta, Preveza",0.0,8911.0,0.8,12.531,12100,False,7739.0
1621,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΣΕΡΡΕΣ),2ο,EL526,Serres,0.0,12154.0,0.8,2.099,12500,False,7665.0
1660,ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ (ΗΡΑΚΛΕΙΟ),2ο,EL431,Irakleio,0.0,11520.0,0.8,47.821,15800,False,7617.0
674,ΓΡΑΦΙΣΤΙΚΗΣ ΚΑΙ ΟΠΤΙΚΗΣ ΕΠΙΚΟΙΝΩΝΙΑΣ (ΑΙΓΑΛΕΩ),4ο,EL302,Dytikos Tomeas Athinon,0.0,13745.0,0.8,0.066,13900,True,7577.0
1434,ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΛΑΡΙΣΑ),4ο,EL612,Larisa,0.0,9590.0,0.8,1.244,17100,False,7570.0
361,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΤΡΙΠΟΛΗ),4ο,EL651,"Argolida, Arkadia",0.43956043956043955,10030.0,1.0,10.215,19700,False,7566.0
1439,ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ (ΛΑΡΙΣΑ),4ο,EL612,Larisa,0.1038961038961039,10445.0,1.0,1.244,17100,False,7508.0
252,ΜΑΘΗΜΑΤΙΚΩΝ (ΣΑΜΟΣ),2ο,EL412,"Ikaria, Samos",0.9664429530201343,11275.0,0.8,33.288,11800,False,7501.0
248,ΜΑΘΗΜΑΤΙΚΩΝ KAI ΕΦΑΡΜΟΣΜΕΝΩΝ ΜΑΘΗΜΑΤΙΚΩΝ (ΗΡΑΚΛΕΙΟ) - ΕΦΑΡΜΟΣΜΕΝΩΝ ΜΑΘΗΜΑΤΙΚΩΝ,2ο,EL431,Irakleio,0.04081632653061224,9675.0,0.8,47.821,15800,False,7478.0
228,"ΜΗΧΑΝΙΚΩΝ ΧΩΡΟΤΑΞΙΑΣ, ΠΟΛΕΟΔΟΜΙΑΣ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΑΝΑΠΤΥΞΗΣ (ΒΟΛΟΣ)",2ο,EL613,"Magnisia, Sporades",0.0,10553.0,0.8,16.025,15300,False,7468.0
1428,ΕΠΙΣΤΗΜΗΣ ΖΩΙΚΗΣ ΠΑΡΑΓΩΓΗΣ (ΛΑΡΙΣΑ),3ο,EL612,Larisa,0.7846153846153846,9600.0,0.8,1.244,17100,False,7369.0
288,ΕΠΙΣΤΗΜΗΣ ΤΩΝ ΥΛΙΚΩΝ (ΠΑΤΡΑ),3ο,EL632,Achaia,0.0,11093.0,0.8,3.13,15400,False,7353.0
276,ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΜΥΤΙΛΗΝΗ),4ο,EL411,"Lesvos, Limnos",0.0,8550.0,0.8,11.093,11800,False,7353.0
238,ΜΗΧΑΝΙΚΩΝ ΣΧΕΔΙΑΣΗΣ ΠΡΟΪΟΝΤΩΝ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ (ΣΥΡΟΣ),4ο,EL422,"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",0.39669421487603307,10330.0,1.0,110.852,23100,False,7342.0
353,ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ (ΟΡΕΣΤΙΑΔΑ),4ο,EL511,Evros,0.0,9125.0,0.8,4.147,13700,False,7297.0
497,ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ - ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),2ο,EL303,Kentrikos Tomeas Athinon,0.45714285714285713,10315.0,0.85,7.859,38500,True,7293.0
476,ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΞΑΝΘΗ),2ο,EL512,Xanthi,0.0,9790.0,0.8,1.469,11100,False,7270.0
1601,ΟΡΓΑΝΩΣΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΣΕΡΡΕΣ),4ο,EL526,Serres,0.0,8950.0,0.8,2.099,12500,False,7170.0
1430,ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ (ΛΑΡΙΣΑ),4ο,EL612,Larisa,0.0,8867.0,0.8,1.244,17100,False,7142.0
1427,ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΛΑΡΙΣΑ),4ο,EL612,Larisa,0.0,9825.0,0.9,1.244,17100,False,7120.0
287,ΓΕΩΛΟΓΙΑΣ (ΠΑΤΡΑ),2ο,EL632,Achaia,0.4507042253521127,9280.0,0.8,3.13,15400,False,7108.0
1655,ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΤΟΥΡΙΣΜΟΥ (ΗΡΑΚΛΕΙΟ),4ο,EL431,Irakleio,0.3090909090909091,10088.0,1.0,47.821,15800,False,7027.0
182,ΙΤΑΛΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.864406779661017,12245.0,0.8,7.859,38500,True,6980.0
1662,ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΧΑΝΙΑ),4ο,EL434,Chania,0.0,10071.0,0.8,59.685,16800,False,6949.0
1632,ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΚΛΙΜΑΤΙΚΗΣ ΑΝΘΕΚΤΙΚΟΤΗΤΑΣ (ΔΡΑΜΑ) (Μετονομασία του Τμήματος ΔΑΣΟΛΟΓΙΑΣ ΚΑΙ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ),3ο,EL514,Drama,0.9716312056737588,9530.0,0.8,1.147,12500,False,6923.0
183,ΙΣΠΑΝΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.6463414634146342,11545.0,0.8,7.859,38500,True,6817.0
1008,ΤΕΧΝΟΛΟΓΙΩΝ ΨΗΦΙΑΚΗΣ ΒΙΟΜΗΧΑΝΙΑΣ (ΨΑΧΝΑ ΕΥΒΟΙΑΣ),4ο,EL642,Evvoia,0.0,9830.0,0.85,8.356,16600,False,6753.0
1453,ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΖΑΚΥΝΘΟΣ),4ο,EL621,Zakynthos,0.0,8670.0,0.8,145.503,20300,False,6738.0
776,ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),2ο,EL303,Kentrikos Tomeas Athinon,0.6491228070175439,10315.0,0.85,7.859,38500,True,6678.0
1424,"ΔΑΣΟΛΟΓΙΑΣ, ΕΠΙΣΤΗΜΩΝ ΞΥΛΟΥ ΚΑΙ ΣΧΕΔΙΑΣΜΟΥ (ΚΑΡΔΙΤΣΑ)",4ο,EL611,"Karditsa, Trikala",0.0,8605.0,0.8,3.385,12700,False,6658.0
507,ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ - ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),2ο,EL303,Kentrikos Tomeas Athinon,0.8055555555555556,10815.0,0.85,7.859,38500,True,6631.0
1620,ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ (ΣΕΡΡΕΣ),2ο,EL526,Serres,0.0,11280.0,0.8,2.099,12500,False,6593.0
1519,ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ (ΣΠΑΡΤΗ),4ο,EL653,"Lakonia, Messinia",0.0,9040.0,0.8,13.534,14700,False,6572.0
212,ΔΑΣΟΛΟΓΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΦΥΣΙΚΩΝ ΠΟΡΩΝ (ΟΡΕΣΤΙΑΔΑ),4ο,EL511,Evros,0.0,8640.0,0.8,4.147,13700,False,6537.0
1513,ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ (ΚΑΛΑΜΑΤΑ),4ο,EL653,"Lakonia, Messinia",0.0,9250.0,0.8,13.534,14700,False,6473.0
1061,ΔΑΣΟΛΟΓΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΚΑΡΠΕΝΗΣΙ),3ο,EL643,Evrytania,0.9629629629629629,9700.0,0.8,7.241,11900,False,6417.0
200,ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΜΗΧΑΝΙΚΗΣ ΥΛΙΚΩΝ (ΗΡΑΚΛΕΙΟ),3ο,EL431,Irakleio,0.0,10780.0,0.8,47.821,15800,False,6374.0
1654,ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ (ΗΡΑΚΛΕΙΟ),4ο,EL431,Irakleio,0.3674698795180723,8780.0,0.9,47.821,15800,False,6257.0
1276,ΑΛΙΕΙΑΣ ΚΑΙ ΥΔΑΤΟΚΑΛΛΙΕΡΓΕΙΩΝ (ΜΕΣΟΛΟΓΓΙ),4ο,EL631,Aitoloakarnania,0.0,8335.0,0.8,2.237,13500,False,6241.0
344,ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ (ΣΑΜΟΣ),4ο,EL412,"Ikaria, Samos",0.0,9660.0,0.8,33.288,11800,False,6160.0
1455,ΤΟΥΡΙΣΜΟΥ (ΚΕΡΚΥΡΑ),4ο,EL622,Kerkyra,0.0,9820.0,0.8,100.783,16100,False,6086.0
