year,name,description,amount_eur,note,source_url,status
2020,λίστα Πέτσα,Κρατική διαφημιστική καμπάνια «Μένουμε Σπίτι»,~20.000.000,ΠΝΠ 30/3/2020· κατανομή σε ΜΜΕ με αδιαφανή κριτήρια — αντικείμενο κοινοβουλευτικού ελέγχου,https://www.hellenicparliament.gr,contested
